pol,text
negative,The march of ISIS seems to have begun in India with Yakub's funeral. They want to wave off murder of 257 on mere repentance?	
neutral,Justin Grimm strikes out Ryan Braun swinging to end the 8th with the score #Cubs 4 Brewers 1	
positive,I'm going to knock 4 bands off my concert bucket list this Thursday but Metallica Iron Maiden and A7X are still at the top	
positive,Catching up on WWE for the week thanks to the Saturday night reruns. Seth Rollins is underappreciated.	
neutral,@TDiMartino84 dunkin on Monday I'll give you my card to get it	
neutral,Last day to grab offers -Buy Moto G 3rd Gen Online from Flipkart at Best Price (+8 Launch Offers) - https://t.co/59hhE65Tla #ReadForGreed	
neutral,unnecessarily censored the end of a Hulk Hogan promo and much much more. Monday at 9:05 EST. Don't miss it. (2/2)	
neutral,How's everyone's Saturday night? Don't lie. Ur laying in your bed with your smartphone up in the air with Sharknado 3 in the background.	
negative,I guess SP or Congress ruled States may create TERRORISTS WELFARE MINISTRY soon. Yakub's wife will be the 1st minister	
neutral,What are the chances of Ant-Man still being in theatres on August 20th when I get to Halifax?	
neutral,@Maven @jennaezarik @ijustine I get it. You're like the caster version of Chuck Norris. You're just waiting for @Gfinity Championship Sunday	
positive,@Mistah_Whiskahs @jcynda @bradisinnewyork saw my 1st concert in 91 acdc then saw nirvana at the big day out WOW still remember likeyesterday	
positive,It's the Saturday of a long weekend and I'm at home watching Sharknado. This is my new life.	
positive,the somebody talk in rising sun literally brought Kpop from the brink of death	
negative,Sharknado i can watch it now: The fuck. Sharknado budget of 1m or 2m cameos up the wazoo. Watching 2nd one now... http://t.co/eQBvs9jO9Q	
neutral,If you open tomorrow and you're not at dunkin at 7:15 do you even work at hersheypark?   the answer is no	
positive,The fact that Bailey is bringing Dunkin into work tomorrow is the only thing keeping me motivated to wake up in the morning.	
neutral,Somewhere in the universe Floyd Mayweather just peed his pants worrying that he may run into Ronda Rousey in a dark alley. @howaboutafresca	
positive,I feel like Brock Lesnar may be the only boyfriend that's safe dating Rousey.	
neutral,Watching Sharknado after the Rousey fight. I think I have an idea for the 4th movie...	
positive,everyone needs to watch the live streamed Sir Paul McCartney set @lollapalooza is showcasing tomorrow night. can't wait to reminisce.	
positive,Floyd Mayweather may be greatest boxer in the world right now but Ronda Rousey is the greatest fighter in the world	
neutral,Taroor shed tears for Yakub as Yakubs friends in Pakistan may have settled the Taroor &amp; Tarir issue to save him from some embarrassment.	
positive,Who wants to go see Ant-Man tomorrow? I believe it's a film about a man who's imbued with all the powers of a guy named Anthony.	
positive,Watched Ant-Man for the 2nd time today and thought of 2 more reasons to see it again: to catch the Easter eggs and catalog its Britishisms.	
positive,New blog nice conversations with friends (both staying in the deepest pits of hell) and going to see Paper Towns tomorrow. Good shit.	
neutral,President Muhammadu Buhari may have set a deadline for the end of Boko Haram deadly activities as h... http://t.co/mPFXAdpVcs #badotweet	
positive,Moto G (3rd Gen.) truly signifies what a life long friendship is all about :) #MotoBffRevealed http://t.co/8ihy7RMuGz @MotorolaIndia	
negative,Mullah Omar inspired terrorists like Boko Haram who use girls as sex slaves. If hell exists may he rot in it forever http://t.co/eGxtPf8m6k	
positive,Josh Hamilton hit a 2 run bomb in the top of the 10th and Rangers fans probably thought it was over LMAO	
negative,Boko Haram now militants not terrorists says LEADERSHIP. Conspiracy theorists get to worki want my tl occupied with articles by monday	
positive,We will defeat Boko Haram by the end of this year-Buhari: Speaking in Cotonou on Saturday during a gala lunch ... http://t.co/ErbBWnB6Bt	
negative,David Cameron is a nasty man. This is the 2nd time I've read that George Osborne was decent to MPs who lost their seats but Cameron wasn't.	
positive,Have you participated yet ? #AFriendLikeOyo Contest in on at @oyorooms  MOTO G (3rd Gen) OYO Vouchers and Shopping Vouchers to be Won!	
positive,Best-Selling Books Week Ended July 26th. FICTION 1. Go Set a Watchman by Harper Lee (HarperCollins) 2. The Isle of the Lost by Melissa	
neutral,@pratoshnivedita @JayOleman Nirvana - the ultimate 'Home-coming'. Some may take infinitely longer.	
neutral,Yakub's role in '93 March serial  blasts is repeated but very little is said about those who organized 92 December 93 January Mumbai riots	
negative,Buhari has shifted his campaign promise on Boko Haram. Now claims he will end BH by December instead of 2months. Nigerians have been scammed	
neutral,No daddy daughter Dunkin date this AM because someone hit mommy. Twice. 1st time she apologized. Was not tweeting at the time. Then 2nd time	
positive,Unexpected development-- saw Ant-Man on Saturday night in London. It was surprisingly charming. I actually quite enjoyed it.	
neutral,@rajivmakhni Moto G 3rd Gen with android 5.1 2GB RAM upgraded 5MP front &amp; 13MP rear camera 720P display4G LTE &amp; water resistant	
neutral,Our new video: Flash CyanogenMod 12.1 On Moto G 1st Generation 2013 ! Watch it at... http://t.co/VLotvPrUbd	
negative,May We live to see they end of these devils called Boko Haram and hear what the haters will say.	
positive,Oh look. There's TWRP for the Moto G 3rd Gen already.	
neutral,Tell @oyorooms which friend of yours is #AFriendLikeOYO &amp; you can win Moto G (3rd Gen) plus much more.	
neutral,@HUMPTYSCRUMPTY @MikkiL anyone old enough to remember May Pole dancing Christmas &amp; Easter now we know more about Eid than our traditions!!	
neutral,'Yakub's Angels' appeared on Saturday 1 at the 20th place in the Top20 of Ahmedabad's Trends: http://t.co/jWkEN5ptez #trndnl	
neutral,Which song reminds you of your childhood? - Seasons in the sun cover by nirvana. Disturb...   http://t.co/FZAux9JExi	
positive,@kp_85 @YesImprovisers @MotorolaIndia enjoy the vibes with Moto G (3rd Gen.) #MotoBffRevealed http://t.co/zjeNPFx1Sw	
neutral,Ohio Governor John Kasich may not make the first Republican debate in...Cleveland. Wow. https://t.co/HZdIqlre4D	
negative,Black Friday has such a minor role for Yakub it's not even funny. Considering he's the only one who got the death penalty. #JustSaying	
positive,To Kill a Mockingbird may be the better-written work but Go Set a Watchman is the more mature book http://t.co/FjmccMv2Gl	
positive,Great op-ed on millennials hardship vs baby boomer nirvana - Let's give all the op-ed writers a trophy!  http://t.co/11Xexfdf83 #WoeIsMe	
positive,A tribute to Rowdy Roddy Piper and the return of Brock Lesnar. It all happens tomorrow! #Raw	
neutral,Brock Lesnar returns tomorrow on raw the fight will continue...	
neutral,@JenAllende Ive been working all weekend still at work now. Watching Chuck Norris movies haha I'll be at Ciecmate on Friday. See you there.	
neutral,@philxl The subtitled films at MK this week are Inside Out tonight at 7pm Ant-Man 19:40 Thursday and The Gallows 21:30 Monday	
neutral,Did you know John Lennon &amp; Paul McCartney wrote Celia's 1st single  #fadingchildhood #tarahCilla #ThisTimeIsGoodbye http://t.co/6LdVUhtXl5	
neutral,On the evening of July 6 1957 Paul McCartney was introduced to John Lennon for the first time.	
neutral,Kylie Jenner stole the spotlight at a Paper Towns screening&amp;#160;in West Hollywood on Saturday where she and sister Kendall turned up	
positive,@DeShobhaa loved the way the debate on Yakub's hanging was ended by you. We the people today was thought provoking https://t.co/cVKCmJEa8w	
neutral,New #Nigeria boss Sunday Oliseh is in the crowd at Wembley and one of his Super Eagles - Victor Moses - is now on the pitch... #AFCvCFC	
neutral,Tune into Monday Night RAW LIVE from San Jose California as Brock Lesnar returns to RAW on the road to SummerSlam Monday at 8pm ET on USA	
neutral,I wonder @MrSawyerr: Is Sunday Oliseh at Wembley to scout players for the Super Eagles?	
positive,Thinking about Zac Brown Band and @The_Handle_Bar ? Well Keep me on mind for a ZBB ride 5pm Thursday at Fenway!	
negative,John Kasich applied all the rote Republican dogma until he found out he couldn't govern that way. He may be the GOP voice in the wilderness.	
neutral,Cena vs Seth Rollins  Monday night  raw cena wins and retains the  United States  championship  the  champ is here http://t.co/FNYTJQSpXk	
neutral,@RondaRousey baby girl u r the true Wonder Woman!! U should fight Floyd Mayweather next. Be the 1st time he'd run from a woman!	
neutral,George Osborne should come clean over who wins or loses in his budget | UK news | Guardian: STOP fiddling the figures http://t.co/H0mfLdcevi	
positive,I truly believe there are Christians Muslims and Jews who will go to heaven! It's the people condemning others who won't make it!  #sunday	
positive,May Allaah protect all the Muslims wherever they are.Ameen YaAllah	
neutral,@JM90x could basically be a female Brock lesnar type but the standard of competition would have to be higher 1st I could see it happening	
negative,@TimesOfIndia btw how much money you charged from eminent people to make Yakub's headline a prominent one ??? https://t.co/z586zvUrsA	
positive,going to see Ant-Man today then will get pasta I'm doing all my birthday stuff today because I have band camp tomorrow and that's all day	
neutral,I added a video to a @YouTube playlist http://t.co/ghwcnOrOLF Sheamus explains why he will take down Randy Orton: SmackDown July 30	
neutral,#breaking #news Ohio Gov. John Kasich says of the 1st GOP presidential debate on Thursday: 'I'd like to be there ... http://t.co/wVi2jO6Epd	
neutral,@GabriellaBian12 nonsense the land was ruled by Muslims their may have been Christians residing there but the land was Muslim land	
positive,Going to see Ant-Man today for the Sunday Matinee just need to put the roast beef in the crockpot and I'm good to go! :D	
positive,nothing in the world is better than laying in the sun listening to nirvana	
negative,ANT-MAN was the 1st time I didn't stay for a Marvel film's post credits scene. The film was just one big teaser. Didn't need to see another.	
neutral,Pretty sure brainwashing doesn't work on May. She is like the female version of Chuck Norris.	
positive,XTU will be in the house this Thursday Night giving away Jason Aldean tickets! http://t.co/3V6zccdSzx	
neutral,'Paul McCartney' appeared on Saturday 1 at the 19th place in the Top20 of Chicago's Trends: http://t.co/15tEGwpgc7 #trndnl	
neutral,Debate standings: Perry in 11th place (not likely to make cut). #RickPerry   Chris Christie John Kasich and... http://t.co/5h9sg6RLyN	
neutral,Bad Blood was playing as I entered Bullwinkles for the first time last night and I may have had an out of body experience??	
negative,#theFrontPage If the presidency has given a December target to eradicate Boko Haram it's realistic if they target their top leaders @je_mc2	
neutral,Daniel Norris may in fact be Ausmus's cousin but he's pitching like Chuck Norris's son.	
neutral,Rolling Stone editor quits on same day UVA frat brothers sue:  http://t.co/024yoesdgm #RollingStone	
negative,Nigeria air strikes kill `large number` of Boko Haram: Nigeria said Sunday it had carried out air strikes in t... http://t.co/QzJiYYjcwD	
negative,Nigerian media seek to cope with Boko Haram threat  http://t.co/LCEIapm7o5	
positive,HEROES! Well almost. These four lucky residents scored gigs in 'Ant-Man.' Check out the story tomorrow! http://t.co/DAMKx8ouqu	
positive,I went and saw Paper Towns on Friday and there was this scene where they sang the Pokemon theme song and it was SOOOOO FUNNY	
neutral,Sunday recovery continues with this then Ant-Man http://t.co/stgiu1rmNL	
neutral,@johngreen I know you've been super busy with Paper Towns movies why not do an oldschool vlogbrothers Q:Tuesday with peanut-butter face xD	
neutral,Is it true that top Ad agencies have decided not to give business to Times of India for their undue coverage to Yakub on 31 July?	
positive,Back to work tomorrow so off to the cinema to finally watch Ant-Man with Jackson. Heard good things plus it's Marvel... It's gonna be mega!	
neutral,@SandlerJ Got a stat for you Rangers have lost their last 9 Sunday games last one they won? Josh Hamilton's walk off against Boston.	
neutral,Photo: mymiddletons: July 5 2015 Prince George attends the Christening of his sister HRH Princess... http://t.co/gk3qEdCUtd	
neutral,https://t.co/SIrcg4CEGk  Heathrow 3rd runway life &amp; death to residents to George Osborne just a big fat joke. @mayoroflondon	
